,author_id,statuses_count,location,verified,followers_count,friends_count,listed_count,favourites_count,tweet_id,text,created_at,lang,retweet_count,hashtags,favorite_count
0,1552675995081183233,271,México/CDMX,False,118,45,0,1336,1628907212088176644,"I said before i was kind of a weeb.
So here, take this.
#save101dalmatianstreet #101dalmatianstreet #101dalmatianstreetfanart #calledalmatas101 #disney #disneyplus #disneytva 
I tried my best to not screw up the title, sorry if there's something wrong https://t.co/unEwfhctfT",2023-02-23 23:58:37,en,28,"[{'text': 'save101dalmatianstreet', 'indices': [56, 79]}, {'text': '101dalmatianstreet', 'indices': [80, 99]}, {'text': '101dalmatianstreetfanart', 'indices': [100, 125]}, {'text': 'calledalmatas101', 'indices': [126, 143]}, {'text': 'disney', 'indices': [144, 151]}, {'text': 'disneyplus', 'indices': [152, 163]}, {'text': 'disneytva', 'indices': [164, 174]}]",95
1,723532208179404800,56702,"London, England",False,765,2383,10,6600,1628906869048713216,"#Extraordinary is an absolute must-see #TVShow which has a perfect tonal balance full of all different types of excellent moments #Podcasts #Reviews #Hulu #DisneyPlus

 https://t.co/o1mV8AwWIi",2023-02-23 23:57:15,en,0,"[{'text': 'Extraordinary', 'indices': [0, 14]}, {'text': 'TVShow', 'indices': [39, 46]}, {'text': 'Podcasts', 'indices': [130, 139]}, {'text': 'Reviews', 'indices': [140, 148]}, {'text': 'Hulu', 'indices': [149, 154]}, {'text': 'DisneyPlus', 'indices': [155, 166]}]",0
2,723532208179404800,56702,"London, England",False,765,2383,10,6600,1628906599266779136,"Why You Should Watch: #Atlanta #FX #DisneyPlus #TV

 https://t.co/JKscUZPYMI",2023-02-23 23:56:11,en,0,"[{'text': 'Atlanta', 'indices': [22, 30]}, {'text': 'FX', 'indices': [31, 34]}, {'text': 'DisneyPlus', 'indices': [35, 46]}, {'text': 'TV', 'indices': [47, 50]}]",0
3,1613354669161566208,701,,False,60,203,0,3428,1628906485752254464,#selfiesforwillow plus I wanted to show off my new sweater and phone case 🫶🏽 plz #RenewWillow and stop fucking around #DisneyPlus ⚔️🧙🏻‍♂️ https://t.co/ntswIsGCBi,2023-02-23 23:55:44,en,1,"[{'text': 'selfiesforwillow', 'indices': [0, 17]}, {'text': 'RenewWillow', 'indices': [81, 93]}, {'text': 'DisneyPlus', 'indices': [118, 129]}]",11
4,723532208179404800,56702,"London, England",False,765,2383,10,6600,1628906112803020800,"#TheWalkingDeadUK: #TheWalkingDead 1124 'Rest in Peace' #TV #AMC #DisneyPlus #TWD

 https://t.co/gQJtVWonAx",2023-02-23 23:54:15,en,0,"[{'text': 'TheWalkingDeadUK', 'indices': [0, 17]}, {'text': 'TheWalkingDead', 'indices': [19, 34]}, {'text': 'TV', 'indices': [56, 59]}, {'text': 'AMC', 'indices': [60, 64]}, {'text': 'DisneyPlus', 'indices': [65, 76]}, {'text': 'TWD', 'indices': [77, 81]}]",0
5,723532208179404800,56702,"London, England",False,765,2383,10,6600,1628905081390202880,"Ideas For #ToyStory's Future #TV #Films #Movies #Disney #DisneyPlus

 https://t.co/GfXpR3rqpm",2023-02-23 23:50:09,en,0,"[{'text': 'ToyStory', 'indices': [10, 19]}, {'text': 'TV', 'indices': [29, 32]}, {'text': 'Films', 'indices': [33, 39]}, {'text': 'Movies', 'indices': [40, 47]}, {'text': 'Disney', 'indices': [48, 55]}, {'text': 'DisneyPlus', 'indices': [56, 67]}]",0
6,1590931714024607745,9173,Internet,False,193,10,0,163,1628904843694727168,"🌟 Top Rated 🌟
        
🎞 Cool Runnings
👥 Leon - Doug E. Doug - Rawle D. Lewis
🗓️ 1993
💻 Disney Plus
🎥 Comedy - Adventure - Drama
⭐ 7.0
            
#DisneyPlus https://t.co/TCOc5p7Ebn",2023-02-23 23:49:12,en,0,"[{'text': 'DisneyPlus', 'indices': [148, 159]}]",0
7,723532208179404800,56702,"London, England",False,765,2383,10,6600,1628904160379666433,"MUST-SEE: #WelcomeToWrexham Season 1 #TV #DisneyPlus #Fx #Sports #Football #Wrexham

 https://t.co/xMj7IayMsB",2023-02-23 23:46:30,en,0,"[{'text': 'WelcomeToWrexham', 'indices': [10, 27]}, {'text': 'TV', 'indices': [37, 40]}, {'text': 'DisneyPlus', 'indices': [41, 52]}, {'text': 'Fx', 'indices': [53, 56]}, {'text': 'Sports', 'indices': [57, 64]}, {'text': 'Football', 'indices': [65, 74]}, {'text': 'Wrexham', 'indices': [75, 83]}]",0
8,40831879,10291,,False,1530,2677,51,9140,1628903848055013379,Looks like a full circle experience @U2 @Letterman #DisneyPlus https://t.co/OnvNnk3Vic,2023-02-23 23:45:15,en,0,"[{'text': 'DisneyPlus', 'indices': [51, 62]}]",0
9,1189249608687509506,52595,"New York, NY",False,460,627,4,93234,1628900147114438656,"@love_grogu Like Father, like Son 💚 #PedroPascal #TheMandalorian #ThisIsTheWay #Grogu #DisneyPlus https://t.co/sPVhOvJGdy",2023-02-23 23:30:33,en,0,"[{'text': 'PedroPascal', 'indices': [36, 48]}, {'text': 'TheMandalorian', 'indices': [49, 64]}, {'text': 'ThisIsTheWay', 'indices': [65, 78]}, {'text': 'Grogu', 'indices': [79, 85]}, {'text': 'DisneyPlus', 'indices': [86, 97]}]",7
10,1534870262679748609,4538,"Los Angeles, CA",False,24793,462,1,516,1628896233598205960,Amy Robach and T.J. Holmes Pack on the PDA: Couple Kisses In Mexico After ‘GMA3’ Exit - Yahoo Entertainment https://t.co/cWi3pcOMk5 https://t.co/ae4WQ4PYwA #Movies #Music #Celebrities #News #Culture #Fun #Netflix #Prime #HULU #Trailers #Streaming #Spotify #Podcasts #Disneyplus,2023-02-23 23:15:00,en,0,"[{'text': 'Movies', 'indices': [156, 163]}, {'text': 'Music', 'indices': [164, 170]}, {'text': 'Celebrities', 'indices': [171, 183]}, {'text': 'News', 'indices': [184, 189]}, {'text': 'Culture', 'indices': [190, 198]}, {'text': 'Fun', 'indices': [199, 203]}, {'text': 'Netflix', 'indices': [204, 212]}, {'text': 'Prime', 'indices': [213, 219]}, {'text': 'HULU', 'indices': [220, 225]}, {'text': 'Trailers', 'indices': [226, 235]}, {'text': 'Streaming', 'indices': [236, 246]}, {'text': 'Spotify', 'indices': [247, 255]}, {'text': 'Podcasts', 'indices': [256, 265]}, {'text': 'Disneyplus', 'indices': [266, 277]}]",0
11,1500228858221666306,630,Ireland,False,282,1215,1,177,1628893969282220033,Who wouldn't want to be a stay at home dad with this one #teething  #babycollins #dailbaby @violetannetd #Encanto #DisneyPlus #Dancer https://t.co/VJbGDWzZq0,2023-02-23 23:06:00,en,0,"[{'text': 'teething', 'indices': [57, 66]}, {'text': 'babycollins', 'indices': [68, 80]}, {'text': 'dailbaby', 'indices': [81, 90]}, {'text': 'Encanto', 'indices': [105, 113]}, {'text': 'DisneyPlus', 'indices': [114, 125]}, {'text': 'Dancer', 'indices': [126, 133]}]",2
12,4798567152,88214,,False,1869,1666,27,91269,1628893931147608066,"Janet, was definitely giving “Old Man Logan” universe vibes with her Quantum Realm backstory.

 #KangSuite 002: Kang &amp; Ant-Man: Quantumania | SPOILERS

#CBNpod // #AntManAndTheWasp  #DisneyPlus #Quantumania  #MCU

[ https://t.co/zyra4daDh3 ] https://t.co/AZV8AAAaSi",2023-02-23 23:05:51,en,1,"[{'text': 'KangSuite', 'indices': [96, 106]}, {'text': 'CBNpod', 'indices': [156, 163]}, {'text': 'AntManAndTheWasp', 'indices': [167, 184]}, {'text': 'DisneyPlus', 'indices': [186, 197]}, {'text': 'Quantumania', 'indices': [198, 210]}, {'text': 'MCU', 'indices': [212, 216]}]",2
13,1621493330033971200,145,,False,1413,49,0,145,1628892861428031490,"Ladybug &amp; Cat Noir Awakening releases in Ireland on August 3
#MiraculousAwakening #MiraculousLadybug #MiraculousLeFilm #miraculousmovie #miraculous #MLBS5Spoiler #MLBS5Leaks #MLBS5Spoilers #disney #DisneyPlus #film #MLBS5 #Movie #France  Source:https://t.co/p3bjCSaD5p https://t.co/nZTj1mObua",2023-02-23 23:01:36,en,4,"[{'text': 'MiraculousAwakening', 'indices': [65, 85]}, {'text': 'MiraculousLadybug', 'indices': [86, 104]}, {'text': 'MiraculousLeFilm', 'indices': [105, 122]}, {'text': 'miraculousmovie', 'indices': [123, 139]}, {'text': 'miraculous', 'indices': [140, 151]}, {'text': 'MLBS5Spoiler', 'indices': [152, 165]}, {'text': 'MLBS5Leaks', 'indices': [166, 177]}, {'text': 'MLBS5Spoilers', 'indices': [178, 192]}, {'text': 'disney', 'indices': [193, 200]}, {'text': 'DisneyPlus', 'indices': [201, 212]}, {'text': 'film', 'indices': [213, 218]}, {'text': 'MLBS5', 'indices': [219, 225]}, {'text': 'Movie', 'indices': [226, 232]}, {'text': 'France', 'indices': [233, 240]}]",11
14,1438886853814407168,830,,False,55,148,0,251,1628891540591464452,"#TheMandalorian | 🔥Love that Mandalorian camera shot! New footage of @themandalorian ! Just a few more days!! #StarWars

#StarWarsTheMandalorian #Mandalorian #Grogu #BabyYoda #StarWarsNews #StarWarsFacts #DisneyPlus #BoKatan https://t.co/wstqNfaVTb",2023-02-23 22:56:21,en,0,"[{'text': 'TheMandalorian', 'indices': [0, 15]}, {'text': 'StarWars', 'indices': [110, 119]}, {'text': 'StarWarsTheMandalorian', 'indices': [121, 144]}, {'text': 'Mandalorian', 'indices': [145, 157]}, {'text': 'Grogu', 'indices': [158, 164]}, {'text': 'BabyYoda', 'indices': [165, 174]}, {'text': 'StarWarsNews', 'indices': [175, 188]}, {'text': 'StarWarsFacts', 'indices': [189, 203]}, {'text': 'DisneyPlus', 'indices': [204, 215]}, {'text': 'BoKatan', 'indices': [216, 224]}]",1
15,1540348799801036800,482,,False,346,51,1,176,1628887735330131968,"Read everything carefully
#ChatGPT 
#Tesla 
#ElonMusk 
#DisneyPlus 
#DisneyWorld 
#movies 
#Netflix
#movie https://t.co/UgkcnmVurt",2023-02-23 22:41:14,en,1,"[{'text': 'ChatGPT', 'indices': [26, 34]}, {'text': 'Tesla', 'indices': [36, 42]}, {'text': 'ElonMusk', 'indices': [44, 53]}, {'text': 'DisneyPlus', 'indices': [55, 66]}, {'text': 'DisneyWorld', 'indices': [68, 80]}, {'text': 'movies', 'indices': [82, 89]}, {'text': 'Netflix', 'indices': [91, 99]}, {'text': 'movie', 'indices': [100, 106]}]",1
16,29119142,3323,LA/NYC,False,786,218,4,11899,1628887357540663299,We who worked with Jingyi Shao cheer on his writing and directing of #Changcandunk on #DisneyPlus! https://t.co/FCHVKtiZiA,2023-02-23 22:39:43,en,0,"[{'text': 'Changcandunk', 'indices': [69, 82]}, {'text': 'DisneyPlus', 'indices': [86, 97]}]",5
17,1502297804210905090,3378,"NYC, Shreveport",False,254,3117,0,23402,1628886813686259712,"Unfortunately, I won’t get to see #Quantumania until it hits #DisneyPlus, but everyone I know on here has liked it or loved it. 

Seems like the critics I have read have just rutted like pigs in shit about how bad it is and, we’ll, just been taking pleasure being mean.",2023-02-23 22:37:34,en,0,"[{'text': 'Quantumania', 'indices': [34, 46]}, {'text': 'DisneyPlus', 'indices': [61, 72]}]",3
18,1244374622688219137,14220,,False,520,443,2,39531,1628886257370554369,"It's a wrap ! 🎆 🎇🎉🎊
🥂🍾
Countdown for""El Turco""⏳️
#CanYaman 
#ElTurco 
#DisneyPlus https://t.co/PGfklyBEgz",2023-02-23 22:35:21,en,6,"[{'text': 'CanYaman', 'indices': [49, 58]}, {'text': 'ElTurco', 'indices': [60, 68]}, {'text': 'DisneyPlus', 'indices': [70, 81]}]",11
19,312894787,30906,Where am I?,False,1072,338,44,7554,1628884304515170304,"Who's He? Podcast @YouTube Channel....

Star Wars | The Bad Batch | Season 2 | Episode 10 | Retrieval - Review

#starwars #disneyplus #TheBadBatch 

https://t.co/BTL8h4R5h3",2023-02-23 22:27:36,en,1,"[{'text': 'starwars', 'indices': [112, 121]}, {'text': 'disneyplus', 'indices': [122, 133]}, {'text': 'TheBadBatch', 'indices': [134, 146]}]",0
20,230251032,13725,Tenerife (España),False,312,2652,11,34620,1628883175291092994,"Why does one bother you more than the other?
¡Leave the RACISM instilled!
#TheLittleMermaid #Maleficent
#DisneyPlus #Disney100 https://t.co/cDQ5pGw58d",2023-02-23 22:23:06,en,0,"[{'text': 'TheLittleMermaid', 'indices': [74, 91]}, {'text': 'Maleficent', 'indices': [92, 103]}, {'text': 'DisneyPlus', 'indices': [104, 115]}, {'text': 'Disney100', 'indices': [116, 126]}]",4
21,604733389,223621,Dancing around the World,False,5634,2971,35,157228,1628883082915860480,"🎬🎥 Stunt Team 🧨💥
“THATS A WRAP ”
#CanYaman #ElTurco #DisneyPlus #DisneyPlusTR https://t.co/YFr7GOirva",2023-02-23 22:22:44,en,2,"[{'text': 'CanYaman', 'indices': [33, 42]}, {'text': 'ElTurco', 'indices': [43, 51]}, {'text': 'DisneyPlus', 'indices': [52, 63]}, {'text': 'DisneyPlusTR', 'indices': [64, 77]}]",9
22,985916593065476096,42477,Worldwide,True,5215334,266,6611,3012,1628882795279060994,Marvel’s #MoonGirlAndDevilDinosaur is now streaming on #DisneyPlus! (9/9),2023-02-23 22:21:36,en,15,"[{'text': 'MoonGirlAndDevilDinosaur', 'indices': [9, 34]}, {'text': 'DisneyPlus', 'indices': [55, 66]}]",110
23,1575424320205111296,327,Marvel Studios,False,117,58,0,0,1628882392814616576,"Demetrius Grosse is reportedly in talks with #MarvelStudios to play Grim Reaper in the #WonderMan-series

#Marvel #MCU #WandaVision #DisneyPlus #BodyCam #TheRookie #BetterCallSaul https://t.co/8AUs9ywY0A",2023-02-23 22:20:00,en,2,"[{'text': 'MarvelStudios', 'indices': [45, 59]}, {'text': 'WonderMan', 'indices': [87, 97]}, {'text': 'Marvel', 'indices': [106, 113]}, {'text': 'MCU', 'indices': [114, 118]}, {'text': 'WandaVision', 'indices': [119, 131]}, {'text': 'DisneyPlus', 'indices': [132, 143]}, {'text': 'BodyCam', 'indices': [144, 152]}, {'text': 'TheRookie', 'indices': [153, 163]}, {'text': 'BetterCallSaul', 'indices': [164, 179]}]",4
24,226835223,21647,"Burbank, CA",True,843679,1305,1418,831,1628881561184768000,Congratulations to #TheProudFamilyLouderAndProuder for winning Outstanding Animated Series and @KylaPratt (voice of Penny Proud) for winning Outstanding Character Voice-Over Performance at the 2023 #NAACPImageAwards! #DisneyPlus #DisneyBrandedTelevision https://t.co/XnC5QHJW4d,2023-02-23 22:16:41,en,36,"[{'text': 'TheProudFamilyLouderAndProuder', 'indices': [19, 50]}, {'text': 'NAACPImageAwards', 'indices': [198, 215]}, {'text': 'DisneyPlus', 'indices': [217, 228]}, {'text': 'DisneyBrandedTelevision', 'indices': [229, 253]}]",109
25,1309986063692296197,20271,Pumpkins! :D,False,1458,201,9,19990,1628879491098443778,"#101dalmatianstreet #Save101DalmatianStreet #101TrendingParty #DisneyPlus
Apologies for the minimal activity my dedicated pups! But rest assured, the promotional video for the 4th Anniversary 101DS trending party is STILL being worked on. 
Stay hyped &amp; keep spreadin' the word!😄 https://t.co/0nwV1TR9pn https://t.co/XoehO3W8AO",2023-02-23 22:08:28,en,8,"[{'text': '101dalmatianstreet', 'indices': [0, 19]}, {'text': 'Save101DalmatianStreet', 'indices': [20, 43]}, {'text': '101TrendingParty', 'indices': [44, 61]}, {'text': 'DisneyPlus', 'indices': [62, 73]}]",18
26,1241784041541599234,65919,"Milano, Lombardia",False,941,554,3,41074,1628879315348733958,@silbigg Yeah 🎊🎉🎊 #CanYaman #ElTurco #DisneyPlus,2023-02-23 22:07:46,en,0,"[{'text': 'CanYaman', 'indices': [18, 27]}, {'text': 'ElTurco', 'indices': [28, 36]}, {'text': 'DisneyPlus', 'indices': [37, 48]}]",1
27,1060664640122863616,34291,,False,29554,372,141,484,1628877347246964737,Ashley Park Joins “Only Murders In The Building” Season 3 Cast https://t.co/sKYb2X4VLW. #disneyplus,2023-02-23 21:59:57,en,2,"[{'text': 'disneyplus', 'indices': [88, 99]}]",4
28,281961720,55874,,False,1416,853,36,5035,1628876803765854208,Ashley Park Joins “Only Murders In The Building” Season 3 Cast https://t.co/UdgbwRNOnn #disneyplus,2023-02-23 21:57:47,en,0,"[{'text': 'disneyplus', 'indices': [87, 98]}]",2
29,29119142,3323,LA/NYC,False,786,218,4,11899,1628875883074166790,We who worked with Jingyi Shao cheer on his writing and directing of #ChangCanDunk for #DisneyPlus @Atticusv1 Thanks for writing a screenplay for your teenage self to energize us all! https://t.co/dJBVT50owZ,2023-02-23 21:54:08,en,0,"[{'text': 'ChangCanDunk', 'indices': [69, 82]}, {'text': 'DisneyPlus', 'indices': [87, 98]}]",3
30,3064401741,12987,Worldwide,False,2467,709,83,28560,1628875594329890818,"""Hunting for #TheMandalorian"": A Season 3 Scoop Video from #D23Expo  - https://t.co/OzOlcpNG6W

#DisneyPlus 🤩🤩🤩",2023-02-23 21:52:59,en,0,"[{'text': 'TheMandalorian', 'indices': [13, 28]}, {'text': 'D23Expo', 'indices': [59, 67]}, {'text': 'DisneyPlus', 'indices': [96, 107]}]",0
31,604733389,223621,Dancing around the World,False,5634,2971,35,157228,1628875586230792194,"Party  Last 🎬🎥
🥂🍾🥂🍾
#CanYaman #ElTurco #DisneyPlus #DisneyPlusTR https://t.co/c22k4mKKkk",2023-02-23 21:52:57,en,7,"[{'text': 'CanYaman', 'indices': [20, 29]}, {'text': 'ElTurco', 'indices': [30, 38]}, {'text': 'DisneyPlus', 'indices': [39, 50]}, {'text': 'DisneyPlusTR', 'indices': [51, 64]}]",17
32,1060664640122863616,34291,,False,29554,372,141,484,1628874785412333569,Judy Reyes Joins The Cast Of ABC’s “HPI” Remake https://t.co/Z2kYnO6DHS. #disneyplus,2023-02-23 21:49:46,en,0,"[{'text': 'disneyplus', 'indices': [73, 84]}]",2
33,1538033099090579456,732,,False,16,769,0,291,1628874370952331264,@m03ness2 disney +🥺🥺🥺 #disneyplus #PixarSoul #GreysAnatomy #HiddenFigures,2023-02-23 21:48:07,en,0,"[{'text': 'disneyplus', 'indices': [22, 33]}, {'text': 'PixarSoul', 'indices': [34, 44]}, {'text': 'GreysAnatomy', 'indices': [45, 58]}, {'text': 'HiddenFigures', 'indices': [59, 73]}]",0
34,281961720,55874,,False,1416,853,36,5035,1628874228048007169,Judy Reyes Joins The Cast Of ABC’s “HPI” Remake https://t.co/8ISg4f13Yk #disneyplus,2023-02-23 21:47:33,en,0,"[{'text': 'disneyplus', 'indices': [72, 83]}]",0
35,1534870262679748609,4538,"Los Angeles, CA",False,24793,462,1,516,1628874090101542916,Rebel Wilson Gets Engaged to Ramona Agruma at Disneyland - Hollywood Reporter https://t.co/LNWaoDLbXt https://t.co/SYDmcsEPUT #Movies #Music #Celebrities #News #Culture #Fun #Netflix #Prime #HULU #Trailers #Streaming #Spotify #Podcasts #Disneyplus,2023-02-23 21:47:00,en,0,"[{'text': 'Movies', 'indices': [126, 133]}, {'text': 'Music', 'indices': [134, 140]}, {'text': 'Celebrities', 'indices': [141, 153]}, {'text': 'News', 'indices': [154, 159]}, {'text': 'Culture', 'indices': [160, 168]}, {'text': 'Fun', 'indices': [169, 173]}, {'text': 'Netflix', 'indices': [174, 182]}, {'text': 'Prime', 'indices': [183, 189]}, {'text': 'HULU', 'indices': [190, 195]}, {'text': 'Trailers', 'indices': [196, 205]}, {'text': 'Streaming', 'indices': [206, 216]}, {'text': 'Spotify', 'indices': [217, 225]}, {'text': 'Podcasts', 'indices': [226, 235]}, {'text': 'Disneyplus', 'indices': [236, 247]}]",0
36,1590931714024607745,9173,Internet,False,193,10,0,163,1628873786693980162,"🌟 Popular 🌟
        
🎞 The Incredibles
👥 Craig T. Nelson - Holly Hunter - Sarah Vowell
🗓️ 2004
💻 Disney Plus
🎥 Action - Adventure - Animation
⭐ 7.7
            
#DisneyPlus https://t.co/Z0buRVG8Fl",2023-02-23 21:45:48,en,0,"[{'text': 'DisneyPlus', 'indices': [161, 172]}]",0
37,44079162,12844,"Saint Louis, Missouri",False,200,732,8,48294,1628871449040527360,Watching Episodes 7 and 8 of #StarWars #TheBadBatch on #DisneyPlus https://t.co/bgVSTiDVyu,2023-02-23 21:36:31,en,0,"[{'text': 'StarWars', 'indices': [29, 38]}, {'text': 'TheBadBatch', 'indices': [39, 51]}, {'text': 'DisneyPlus', 'indices': [55, 66]}]",0
38,1628406083516604416,20,"Sao Paulo, Brazil",False,9,127,0,30,1628871177736183810,"Hello World!

I re-imagined another Disney girl as an anime character. This time I drew Moana🌊

Hope you like it and if you got the time, plz feel free to follow me and see my latest works😉

#DisneyPlus #Disney #Moana #animegirl #Fanarts https://t.co/CDnJDm58Nr",2023-02-23 21:35:26,en,0,"[{'text': 'DisneyPlus', 'indices': [191, 202]}, {'text': 'Disney', 'indices': [203, 210]}, {'text': 'Moana', 'indices': [211, 217]}, {'text': 'animegirl', 'indices': [218, 228]}, {'text': 'Fanarts', 'indices': [229, 237]}]",0
39,826602515395387393,37579,"New Jersey, USA",False,1769,3444,16,35878,1628871069472899074,"Disney releases official trailer for Jingyi Shao’s #ChangCanDunk, the film is written and directed by Shao and premieres March 10 on #DisneyPlus https://t.co/djlzN7RI0f",2023-02-23 21:35:00,en,0,"[{'text': 'ChangCanDunk', 'indices': [51, 64]}, {'text': 'DisneyPlus', 'indices': [133, 144]}]",0
40,1167152194832850944,104113,probably in space or something,False,180,961,4,6465,1628870837922308097,"The Big Apple #INHUMANSday September 9th 

@Marvel @MarvelStudios @Kevfeige @Disney @disneyplus #Marvel #MarvelComics #MCU #MarvelStudios #Inhumans #Blackbolt #Medusa #Lockjaw #WakandaForever #AntMan3 #GotGVol3 #SecretInvasion #lokiseason2  #Disney #DisneyPlus art by @philnoto https://t.co/SPHl2SPrQx",2023-02-23 21:34:05,en,2,"[{'text': 'INHUMANSday', 'indices': [14, 26]}, {'text': 'Marvel', 'indices': [96, 103]}, {'text': 'MarvelComics', 'indices': [104, 117]}, {'text': 'MCU', 'indices': [118, 122]}, {'text': 'MarvelStudios', 'indices': [123, 137]}, {'text': 'Inhumans', 'indices': [138, 147]}, {'text': 'Blackbolt', 'indices': [148, 158]}, {'text': 'Medusa', 'indices': [159, 166]}, {'text': 'Lockjaw', 'indices': [167, 175]}, {'text': 'WakandaForever', 'indices': [176, 191]}, {'text': 'AntMan3', 'indices': [192, 200]}, {'text': 'GotGVol3', 'indices': [201, 210]}, {'text': 'SecretInvasion', 'indices': [211, 226]}, {'text': 'lokiseason2', 'indices': [227, 239]}, {'text': 'Disney', 'indices': [241, 248]}, {'text': 'DisneyPlus', 'indices': [249, 260]}]",7
41,1534870262679748609,4538,"Los Angeles, CA",False,24793,462,1,516,1628869811135557632,All Quiet on the Western Front sweeps Baftas as Banshees also gets an Oscar boost - The Guardian https://t.co/P6RMS3cuST https://t.co/RkTG3O6dII #Movies #Music #Celebrities #News #Culture #Fun #Netflix #Prime #HULU #Trailers #Streaming #Spotify #Podcasts #Disneyplus,2023-02-23 21:30:00,en,0,"[{'text': 'Movies', 'indices': [145, 152]}, {'text': 'Music', 'indices': [153, 159]}, {'text': 'Celebrities', 'indices': [160, 172]}, {'text': 'News', 'indices': [173, 178]}, {'text': 'Culture', 'indices': [179, 187]}, {'text': 'Fun', 'indices': [188, 192]}, {'text': 'Netflix', 'indices': [193, 201]}, {'text': 'Prime', 'indices': [202, 208]}, {'text': 'HULU', 'indices': [209, 214]}, {'text': 'Trailers', 'indices': [215, 224]}, {'text': 'Streaming', 'indices': [225, 235]}, {'text': 'Spotify', 'indices': [236, 244]}, {'text': 'Podcasts', 'indices': [245, 254]}, {'text': 'Disneyplus', 'indices': [255, 266]}]",1
42,1233699600676114434,87,,False,94,197,3,7,1628867378669883395,Fleismanns worries continue to mount in Welcome to Paniquil another enjoyable episode of this great show #fleishmanisintrouble #DisneyPlus #whattowatch https://t.co/TXgRyB2lHf,2023-02-23 21:20:20,en,0,"[{'text': 'fleishmanisintrouble', 'indices': [105, 126]}, {'text': 'DisneyPlus', 'indices': [127, 138]}, {'text': 'whattowatch', 'indices': [139, 151]}]",0
43,1578129657790169111,14713,"Philadelphia, PA",False,184,150,0,10862,1628866829329305603,"#VisionQuest will have more than six episodes

#MarvelStudios #DisneyPlus https://t.co/GkgMkh1E2D",2023-02-23 21:18:09,en,0,"[{'text': 'VisionQuest', 'indices': [0, 12]}, {'text': 'MarvelStudios', 'indices': [47, 61]}, {'text': 'DisneyPlus', 'indices': [62, 73]}]",1
44,1104026622,21914,,False,48053,378,548,9153,1628866238150483974,"New ‘The Mandalorian’ Footage and Release Schedule Revealed 
#StarWars #TheMandalorian #DisneyPlus #Lucasfilm
https://t.co/2OcgIdLBsx",2023-02-23 21:15:48,en,9,"[{'text': 'StarWars', 'indices': [61, 70]}, {'text': 'TheMandalorian', 'indices': [71, 86]}, {'text': 'DisneyPlus', 'indices': [87, 98]}, {'text': 'Lucasfilm', 'indices': [99, 109]}]",35
45,1488626051194490881,1482,Knowhere,False,110059,301,230,3210,1628865783248871426,"#VisionQuest will have more than six episodes
#MarvelStudios #DisneyPlus https://t.co/52bK6slV5P",2023-02-23 21:14:00,en,445,"[{'text': 'VisionQuest', 'indices': [0, 12]}, {'text': 'MarvelStudios', 'indices': [46, 60]}, {'text': 'DisneyPlus', 'indices': [61, 72]}]",6255
46,1493990141643444227,572,,False,6,34,0,409,1628865594907938816,"Many subscribers in the U.S. are ready for there to be more content for us big kids at heart. I would love to stream Lost, The X-files, Castle, Die Hard, Con Air and much more. Please #DisneyPlus listen to the fans. https://t.co/K5MyweGBuL",2023-02-23 21:13:15,en,1,"[{'text': 'DisneyPlus', 'indices': [184, 195]}]",3
47,1293885609946292224,132419,,False,503,3084,6,83591,1628865466037927936,"Time for 2 reviews of @DisneyPlus stories, starting with... #jhopeINTHEBOX. A well-made doc about the life of J-hope from hot shot member of #BTS to life at home. It’s rated TV-MA 4 a reason that fits and I hope Bob @RobertIger allows #DisneyPlus more R/TV-MA-rated content 2 come https://t.co/S9grtsNeW8",2023-02-23 21:12:44,en,1,"[{'text': 'jhopeINTHEBOX', 'indices': [60, 74]}, {'text': 'BTS', 'indices': [141, 145]}, {'text': 'DisneyPlus', 'indices': [235, 246]}]",4
48,99960717,19862,"Iowa CIty,Iowa",False,177,284,7,8316,1628865328615768064,"#NationalTreasureEdgeOfHistory  on #DisneyPlus is rapidly losing my attention. Hopefully, it rallies.",2023-02-23 21:12:11,en,0,"[{'text': 'NationalTreasureEdgeOfHistory', 'indices': [0, 30]}, {'text': 'DisneyPlus', 'indices': [35, 46]}]",0
49,1131237004593778693,5105,,False,25641,32,97,390,1628865059731513354,Ashley Park Joins ‘Only Murders in the Building’ Season 3 https://t.co/TlZbl221Oc #DisneyPlus,2023-02-23 21:11:07,en,1,"[{'text': 'DisneyPlus', 'indices': [82, 93]}]",14
50,1382030938348077056,1113,"Lincoln, UK",False,159,1256,1,12559,1628864802469601284,"When our preamble turns into an episode…we don’t apologise! 

Talking all things #Netflix and #DisneyPlus tonight, in our review of the latest streaming products on the market. 

(Totally not meant to be anything else. Believe us.) 

https://t.co/PUNeBCpFPC",2023-02-23 21:10:06,en,0,"[{'text': 'Netflix', 'indices': [81, 89]}, {'text': 'DisneyPlus', 'indices': [94, 105]}]",0
